First Name,Last Name,Email,Location,Sector,Major Expertise,Minor Expertise,Min Salary,Max Salary,Years Experience,WFH Days,Skills,Job Type,Last Moved Years,Move Status
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Commercial Lines,"[""Lloyd's Syndicate"" 'Personal Lines' 'Commercial Lines']",129000,144648.8519,8,5,"['Python' 'Reinsurance Pricing' 'Excel' 'Short-Tail Pricing' 'Radar'
 'Chief Actuary' 'R' 'Consultancy']",Contractor,5,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Personal Lines' 'Regulator']",28000,31937.4735,1,1,"['Model Building' 'Excel' 'Business Planning' 'Long-Tail Pricing' 'Tyche'
 'Broker' 'R' 'Radar']",Contractor,1,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Reinsurer,['Personal Lines' 'Reinsurer'],21000,25560.85097,0,2,['Python' 'Emblem' 'Model Building' 'Long-Tail Pricing'],Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Broker,"[""Lloyd's Syndicate"" 'Commercial Lines' 'Broker']",152000,181804.52,9,5,['Managerial' 'Chief Actuary' 'Python'],Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Reinsurance Broker,['London Market' 'Reinsurance Broker' 'Reinsurer'],86000,110798.9128,7,0,"['Python' 'Managerial' 'Consultancy' 'Excel' 'Head of Reserving'
 'Reinsurance Pricing' 'Model Building' 'Tyche' 'R' 'Head of Pricing']",Contractor,3,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Reserving,Personal Lines,['Personal Lines'],156000,178085.7539,10,5,['Head of Capital' 'Chief Actuary' 'Head of Pricing' 'Python'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Broker,['Broker' 'Regulator'],36000,44270.83092,2,4,['Consultancy' 'R' 'Managerial'],Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,Regulator,['Regulator'],142000,169064.2848,7,5,"['Model Building' 'Consultancy' 'Radar' 'Head of Reserving'
 'Reinsurance Pricing' 'Long-Tail Pricing' 'Lloyds' 'Excel'
 'Head of Capital' 'R' 'Head of Pricing' 'Managerial' 'Tyche'
 'Short-Tail Pricing']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Consultancy,['Regulator' 'Consultancy' 'Commercial Lines'],77000,94813.08176,4,1,"['Excel' 'Consultancy' 'R' 'Short-Tail Pricing' 'Python' 'Radar'
 'Managerial' 'Lloyds']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Lloyd's Syndicate,"['London Market' 'Consultancy' ""Lloyd's Syndicate""]",95000,108748.8249,6,0,['R' 'Radar' 'Head of Reserving' 'Python'],Contractor,6,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Reinsurance Broker,"['Reinsurance Broker' 'Broker' ""Lloyd's Syndicate""]",66000,79889.20172,4,0,"['Tyche' 'Radar' 'R' 'Python' 'Managerial' 'Reinsurance Pricing'
 'Short-Tail Pricing' 'Consultancy' 'Model Building' 'Excel' 'Lloyds']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,London Market,['London Market' 'Personal Lines' 'Reinsurer'],133000,146758.9861,7,3,['Long-Tail Pricing' 'Tyche'],Permanent,7,Urgently Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,Broker,['Broker'],23000,29662.81746,0,3,['Python' 'Long-Tail Pricing'],Permanent,0,Urgently Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Commercial Lines,['Personal Lines' 'Commercial Lines'],48000,61605.66721,3,0,['Excel' 'Lloyds' 'Managerial' 'Model Building'],Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker'],160000,195259.6767,9,2,['Short-Tail Pricing' 'Excel'],Permanent,2,Urgently Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,Regulator,"['Regulator' ""Lloyd's Syndicate""]",113000,135059.1579,7,3,"['Lloyds' 'Consultancy' 'Long-Tail Pricing' 'Python' 'Managerial'
 'Model Building']",Contractor,2,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,Lloyd's Syndicate,"['Reinsurer' ""Lloyd's Syndicate""]",23000,26789.82883,0,4,['Python' 'Long-Tail Pricing' 'Emblem' 'Data Science' 'Excel'],Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Broker,"[""Lloyd's Syndicate"" 'Broker']",114000,127481.0786,6,1,['Consultancy' 'Head of Capital'],Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Lloyd's Syndicate,"['Consultancy' ""Lloyd's Syndicate""]",79000,100876.0564,7,0,['Managerial' 'Model Building' 'Radar' 'Python'],Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Broker,"['Broker' ""Lloyd's Syndicate"" 'Personal Lines']",76000,86556.43922,4,4,"['Excel' 'Tyche' 'Long-Tail Pricing' 'Lloyds' 'R' 'Radar'
 'Reinsurance Pricing' 'Short-Tail Pricing' 'Python' 'Model Building'
 'Consultancy']",Permanent,0,Urgently Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Reinsurance Broker,"['Reinsurance Broker' ""Lloyd's Syndicate"" 'Personal Lines']",172000,200884.1041,9,3,"['Managerial' 'R' 'Tyche' 'Lloyds' 'Excel' 'Head of Pricing'
 'Chief Actuary' 'Head of Reserving' 'Short-Tail Pricing' 'Python' 'Radar'
 'Reinsurance Pricing']",Contractor,5,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Reinsurer,['Reinsurer' 'Commercial Lines'],45000,54790.78513,3,4,['Long-Tail Pricing' 'Model Building' 'Radar' 'Consultancy' 'Managerial'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Reinsurer,"['Consultancy' 'Reinsurer' ""Lloyd's Syndicate""]",105000,118682.0494,8,2,"['Reinsurance Pricing' 'Short-Tail Pricing' 'Long-Tail Pricing' 'Excel'
 'Head of Pricing' 'Model Building']",Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Regulator,['Regulator' 'Reinsurance Broker'],104000,128922.1982,5,3,"['Consultancy' 'Managerial' 'Model Building' 'Short-Tail Pricing' 'Excel'
 'Tyche' 'Reinsurance Pricing' 'Radar' 'Python']",Permanent,5,Open Minded
redacted fn,redacted ln,redacted email,London,General Insurance - Capital Modelling,Broker,"['Broker' ""Lloyd's Syndicate""]",175000,220237.5512,10,4,['Lloyds' 'Model Building' 'Head of Pricing'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Personal Lines,"[""Lloyd's Syndicate"" 'London Market' 'Personal Lines']",44000,54897.4353,3,1,['Python' 'Model Building' 'Short-Tail Pricing' 'Excel'],Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,London Market,['London Market'],21000,23241.82486,0,1,['Model Building' 'Emblem'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker' 'Regulator'],71000,86157.30456,6,4,['Managerial' 'Long-Tail Pricing' 'Head of Reserving' 'Head of Capital'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Reinsurer,['Reinsurer' 'Personal Lines'],57000,65199.39526,3,4,"['Short-Tail Pricing' 'Managerial' 'Reinsurance Pricing' 'R'
 'Long-Tail Pricing' 'Python' 'Consultancy']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Personal Lines,['Personal Lines'],143000,180164.871,10,4,"['Excel' 'Head of Capital' 'Managerial' 'Consultancy' 'Radar' 'Lloyds'
 'Tyche' 'Chief Actuary' 'Model Building' 'Python' 'Reinsurance Pricing'
 'R' 'Head of Pricing' 'Short-Tail Pricing' 'Head of Reserving']",Permanent,8,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Regulator,['London Market' 'Personal Lines' 'Regulator'],72000,89768.38551,6,3,['Tyche' 'Consultancy'],Permanent,5,Unlikely to Move
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Regulator,['Personal Lines' 'Regulator' 'London Market'],40000,46090.87263,3,1,"['Consultancy' 'Tyche' 'Radar' 'Model Building' 'Reinsurance Pricing'
 'Managerial']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,Consultancy,['Personal Lines' 'Consultancy'],46000,51275.16887,3,3,"['Tyche' 'Model Building' 'Radar' 'Long-Tail Pricing'
 'Reinsurance Pricing' 'R']",Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Regulator']",174000,212071.2748,10,0,"['Head of Capital' 'Reinsurance Pricing' 'R' 'Long-Tail Pricing'
 'Short-Tail Pricing' 'Tyche' 'Head of Pricing']",Permanent,10,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Commercial Lines,['Regulator' 'Commercial Lines'],103000,116903.5691,6,4,"['Head of Capital' 'Consultancy' 'Lloyds' 'Reinsurance Pricing' 'R'
 'Short-Tail Pricing' 'Head of Reserving' 'Radar' 'Model Building']",Permanent,3,Unlikely to Move
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Personal Lines,['Personal Lines' 'Broker' 'Commercial Lines'],39000,50003.15548,2,2,['Long-Tail Pricing' 'Reinsurance Pricing'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,Lloyd's Syndicate,"['Reinsurer' ""Lloyd's Syndicate"" 'Personal Lines']",122000,156711.2919,8,1,['Head of Pricing' 'Model Building' 'Head of Capital'],Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Capital Modelling,Reinsurance Broker,['Regulator' 'Reinsurance Broker'],62000,80393.95194,3,1,['Excel' 'Short-Tail Pricing' 'Long-Tail Pricing' 'Python'],Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Personal Lines,"[""Lloyd's Syndicate"" 'Personal Lines' 'London Market']",61000,73268.24771,5,5,"['Model Building' 'Long-Tail Pricing' 'Lloyds' 'Short-Tail Pricing'
 'Python' 'Reinsurance Pricing' 'Managerial' 'Consultancy' 'Radar']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,Broker,"['Broker' 'Reinsurer' ""Lloyd's Syndicate""]",89000,99475.19129,7,2,"['R' 'Head of Capital' 'Head of Pricing' 'Long-Tail Pricing' 'Lloyds'
 'Managerial' 'Radar']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Reserving,London Market,['London Market' 'Regulator' 'Consultancy'],195000,250264.4568,10,0,['Lloyds' 'Chief Actuary' 'Model Building'],Contractor,8,Urgently Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Broker,['Reinsurer' 'Broker'],197000,224944.1673,10,5,['Consultancy' 'Excel' 'Head of Capital' 'R' 'Tyche'],Contractor,4,Open Minded
redacted fn,redacted ln,redacted email,London,General Insurance - Capital Modelling,Reinsurance Broker,['Reinsurance Broker'],26000,32556.17552,1,1,"['R' 'Personal Lines' 'Business Planning' 'Model Building'
 'Short-Tail Pricing' 'Radar']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Reinsurance Broker']",183000,209724.0785,10,3,"['Long-Tail Pricing' 'Chief Actuary' 'Tyche' 'Radar' 'Short-Tail Pricing'
 'R']",Permanent,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Reserving,Reinsurer,['Broker' 'Reinsurer'],72000,85262.66085,7,5,['Head of Capital' 'Radar'],Contractor,5,Unlikely to Move
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Reinsurer,['Reinsurer' 'Commercial Lines'],111000,127673.7889,7,1,['Excel' 'Head of Pricing' 'Managerial' 'Radar' 'Head of Capital'],Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Regulator,['Regulator'],51000,57921.97962,3,2,['Excel' 'Lloyds' 'Python'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,London Market,['London Market'],144000,173157.4596,9,3,"['Reinsurance Pricing' 'Tyche' 'Consultancy' 'Managerial'
 'Short-Tail Pricing' 'Python' 'Head of Capital' 'Excel' 'Chief Actuary']",Contractor,3,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Broker,['Broker'],107000,118723.543,5,2,['Managerial' 'Short-Tail Pricing' 'Python' 'R'],Permanent,5,Open Minded
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Regulator,['Reinsurer' 'Regulator'],172000,192899.5319,10,5,"['Head of Capital' 'Head of Reserving' 'Long-Tail Pricing' 'Managerial'
 'R' 'Reinsurance Pricing']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Lloyd's Syndicate,"['Reinsurer' 'Regulator' ""Lloyd's Syndicate""]",66000,76279.83777,4,3,['Tyche' 'Managerial' 'R' 'Lloyds' 'Model Building' 'Consultancy' 'Radar'],Permanent,3,Unlikely to Move
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Reserving,Broker,['Broker' 'Regulator'],123000,155691.053,8,1,"['Lloyds' 'Head of Pricing' 'Consultancy' 'Excel' 'Chief Actuary' 'Radar'
 'R' 'Model Building' 'Python' 'Head of Reserving' 'Tyche'
 'Short-Tail Pricing' 'Managerial' 'Long-Tail Pricing' 'Head of Capital']",Permanent,5,Unlikely to Move
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Broker,['Broker' 'Regulator'],63000,80276.26045,5,3,"['Excel' 'Radar' 'Lloyds' 'Tyche' 'Reinsurance Pricing' 'Consultancy'
 'Managerial' 'R']",Permanent,4,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,London Market,"['London Market' ""Lloyd's Syndicate""]",180000,226067.3799,10,5,"['Lloyds' 'Head of Capital' 'Head of Pricing' 'Reinsurance Pricing'
 'Consultancy' 'Model Building' 'Radar' 'Managerial' 'Excel' 'Tyche']",Permanent,7,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,Personal Lines,['Consultancy' 'Personal Lines' 'London Market'],63000,80647.98037,3,3,['Python' 'Excel' 'Reinsurance Pricing' 'R' 'Lloyds'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,Commercial Lines,['Commercial Lines' 'Consultancy' 'Personal Lines'],142000,179469.9834,10,1,"['Excel' 'Head of Pricing' 'Chief Actuary' 'Model Building' 'Consultancy'
 'Long-Tail Pricing' 'Short-Tail Pricing' 'Lloyds' 'Reinsurance Pricing'
 'Head of Reserving' 'Managerial' 'Tyche' 'Python' 'Head of Capital']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Lloyd's Syndicate,"['London Market' ""Lloyd's Syndicate"" 'Commercial Lines']",112000,136660.082,7,3,"['Head of Pricing' 'Python' 'Reinsurance Pricing' 'Head of Capital'
 'Consultancy' 'Head of Reserving' 'Short-Tail Pricing' 'Managerial'
 'Tyche' 'Long-Tail Pricing' 'Model Building']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Reinsurer,"['Broker' ""Lloyd's Syndicate"" 'Reinsurer']",39000,48100.0243,2,5,"['Model Building' 'Python' 'R' 'Managerial' 'Radar' 'Short-Tail Pricing'
 'Excel' 'Consultancy' 'Tyche']",Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Lloyd's Syndicate,"['London Market' ""Lloyd's Syndicate"" 'Consultancy']",27000,34585.16535,1,0,"['Business Planning' 'Tyche' 'Long-Tail Pricing' 'Personal Lines' 'R'
 'Excel' 'Data Science']",Contractor,0,Urgently Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Personal Lines,['Regulator' 'Personal Lines'],25000,32311.11357,1,0,"['Radar' 'Business Planning' 'Broker' 'Model Building' 'R'
 'Personal Lines' 'Short-Tail Pricing']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,London Market,['London Market'],115000,145878.2847,6,5,"['Excel' 'Model Building' 'Consultancy' 'Long-Tail Pricing'
 'Reinsurance Pricing' 'Lloyds' 'Python' 'Managerial' 'Head of Reserving'
 'Tyche' 'Radar' 'Short-Tail Pricing' 'Head of Capital' 'Head of Pricing']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Commercial Lines,"[""Lloyd's Syndicate"" 'Reinsurance Broker' 'Commercial Lines']",162000,196998.857,10,5,['Excel' 'Head of Capital' 'Short-Tail Pricing'],Contractor,1,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,London Market,"['London Market' 'Consultancy' ""Lloyd's Syndicate""]",96000,112968.5863,7,0,"['Consultancy' 'Head of Pricing' 'Managerial' 'Python' 'Head of Capital'
 'Reinsurance Pricing' 'Long-Tail Pricing' 'Head of Reserving'
 'Short-Tail Pricing' 'Radar' 'R' 'Excel']",Contractor,4,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker'],28000,33028.36124,1,1,"['Model Building' 'R' 'Radar' 'Business Planning' 'Short-Tail Pricing'
 'Broker' 'Data Science']",Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,London Market,['London Market'],81000,91128.30525,6,5,"['Head of Capital' 'Tyche' 'Head of Pricing' 'Short-Tail Pricing' 'Python'
 'Consultancy' 'Lloyds' 'Reinsurance Pricing' 'Model Building' 'Radar']",Contractor,4,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Reinsurer,['Reinsurance Broker' 'Reinsurer'],140000,158351.362,8,1,"['Radar' 'Short-Tail Pricing' 'Head of Capital' 'Long-Tail Pricing'
 'Reinsurance Pricing' 'Head of Reserving' 'Model Building' 'Lloyds'
 'Managerial']",Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,London Market,['Regulator' 'London Market'],144000,179986.9597,9,4,"['Model Building' 'Excel' 'Python' 'Reinsurance Pricing' 'Head of Pricing'
 'Managerial' 'R' 'Chief Actuary' 'Tyche' 'Head of Reserving']",Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Consultancy,['Consultancy'],69000,76211.23693,4,5,"['Short-Tail Pricing' 'Tyche' 'Excel' 'R' 'Model Building'
 'Long-Tail Pricing' 'Lloyds' 'Python' 'Radar' 'Managerial']",Permanent,4,Actively Looking
